,hart
22592,-2198
22593,-415
22594,713
22595,664
22596,164
22597,-122
22598,172
22599,1081
22600,3108
22601,5516
22602,6945
22603,7523
22604,7963
22605,8772
22606,10051
22607,11391
22608,12188
22609,12452
22610,12367
22611,11824
22612,10926
22613,9460
22614,7273
22615,4718
22616,2176
22617,128
22618,-1569
22619,-3027
22620,-4335
22621,-5612
22622,-6617
22623,-7163
22624,-7057
22625,-6476
22626,-5891
22627,-5254
22628,-4943
22629,-4858
22630,-4687
22631,-4875
22632,-5807
22633,-6481
22634,-6558
22635,-7008
22636,-7452
22637,-7918
22638,-8221
22639,-7874
22640,-7444
22641,-6874
22642,-5945
22643,-5404
22644,-4510
22645,-2764
22646,-1522
22647,-322
22648,1080
22649,2036
22650,2890
22651,3752
22652,4186
22653,4216
22654,4459
22655,4989
22656,5040
22657,4998
22658,5127
22659,4792
22660,4394
22661,4466
22662,4542
22663,4402
22664,4669
22665,4900
22666,4591
22667,4191
22668,3591
22669,2709
22670,1404
22671,107
22672,-1039
22673,-2372
22674,-3727
22675,-4589
22676,-5460
22677,-6507
22678,-7194
22679,-7280
22680,-7231
22681,-7487
22682,-7316
22683,-6904
22684,-6348
22685,-5417
22686,-4392
22687,-3129
22688,-2076
22689,-1056
22690,84
22691,1007
22692,2039
22693,2863
22694,3378
22695,3959
22696,4262
22697,4511
22698,4606
22699,4318
22700,4390
22701,4533
22702,3957
22703,3774
22704,4098
22705,3366
22706,2997
22707,3614
22708,3766
22709,3622
22710,3746
22711,3372
22712,2874
22713,2689
22714,2283
22715,1841
22716,1454
22717,1316
22718,1015
22719,647
22720,599
22721,214
22722,-95
22723,-91
22724,-352
22725,-252
22726,-83
22727,-363
22728,-388
22729,-237
22730,-240
22731,-192
22732,-39
22733,-7
22734,34
22735,184
22736,102
22737,67
22738,322
22739,912
22740,1188
22741,715
22742,372
22743,639
22744,771
22745,610
22746,582
22747,569
22748,400
22749,256
22750,195
22751,81
22752,-129
22753,-240
22754,-293
22755,-410
22756,-413
22757,24
22758,-336
22759,-2659
22760,-2763
22761,-477
22762,-241
22763,-483
22764,-618
22765,-1209
22766,-1501
22767,-1619
22768,-1157
22769,-840
22770,-1191
22771,-1777
22772,-1733
22773,-1263
22774,-1150
22775,-1037
22776,-1402
22777,-1598
22778,-1340
22779,-1255
22780,-1137
22781,-1311
22782,-1396
22783,-1230
22784,-1255
22785,-1421
22786,-1301
22787,-1158
22788,-1205
22789,-1111
22790,-1159
22791,-1236
22792,-1051
22793,-988
22794,-940
22795,-894
22796,-919
22797,-600
22798,-528
22799,-624
22800,-502
22801,-298
22802,-232
22803,-839
22804,-313
22805,195
22806,-355
22807,-177
22808,-14
22809,1
22810,164
22811,103
22812,188
22813,498
22814,283
22815,266
22816,607
22817,714
22818,802
22819,627
22820,774
22821,1154
22822,1363
22823,1738
22824,1731
22825,1662
22826,1638
22827,1821
22828,2276
22829,2472
22830,1525
22831,1048
22832,1407
22833,1126
22834,613
22835,629
22836,1003
22837,2421
22838,3117
22839,2015
22840,348
22841,-584
22842,1010
22843,4108
22844,5016
22845,2596
22846,-1351
22847,-4371
22848,-4552
22849,-2510
22850,-750
22851,11
22852,-788
22853,-2980
22854,-4124
22855,-3837
22856,-2029
22857,380
22858,1372
22859,1287
22860,1093
22861,1274
22862,2275
22863,3337
22864,4673
22865,5713
22866,5251
22867,3485
22868,2681
22869,3370
22870,3149
22871,3181
22872,2979
22873,2074
22874,1319
22875,77
22876,-872
22877,-1201
22878,-1346
22879,-1436
22880,-1995
22881,-2609
22882,-2843
22883,-3133
22884,-3183
22885,-2750
22886,-2348
22887,-2389
22888,-2894
22889,-2632
22890,-1749
22891,-1630
22892,-1595
22893,-1243
22894,-1171
22895,-1154
22896,-873
22897,-1123
22898,-1263
22899,-801
22900,-451
22901,-176
22902,-218
22903,-347
22904,-450
22905,-508
22906,-389
22907,49
22908,160
22909,51
22910,19
22911,109
22912,23
22913,-362
22914,-280
22915,-79
22916,-108
22917,-104
22918,-187
22919,95
22920,-29
22921,-83
22922,300
22923,236
22924,43
22925,108
22926,110
22927,-29
22928,1
22929,311
22930,526
22931,424
22932,478
22933,563
22934,474
22935,467
22936,460
22937,628
22938,813
22939,620
22940,718
22941,654
22942,398
22943,449
22944,695
22945,770
22946,777
22947,661
22948,698
22949,627
22950,433
22951,779
22952,1455
22953,1943
22954,1432
22955,257
22956,-1094
22957,-2273
22958,-2597
22959,-2122
22960,-1743
22961,-2192
22962,-2835
22963,-3040
22964,-2757
22965,-2525
22966,-2282
22967,-1626
22968,-1374
22969,-1398
22970,-1158
22971,-458
22972,126
22973,363
22974,812
22975,957
22976,764
22977,371
22978,175
22979,237
22980,-8
22981,1
22982,211
22983,76
22984,19
22985,-196
22986,-285
22987,-78
22988,103
22989,314
22990,310
22991,151
22992,-214
22993,-244
22994,-40
22995,-345
22996,-99
22997,346
22998,160
22999,-129
23000,-123
23001,46
23002,8
23003,169
23004,530
23005,355
23006,102
23007,3
23008,-10
23009,224
23010,290
23011,198
23012,166
23013,-3
23014,75
23015,242
23016,329
23017,421
23018,757
23019,737
23020,695
23021,540
23022,226
23023,413
23024,353
23025,247
23026,390
23027,261
23028,218
23029,172
23030,125
23031,338
23032,320
23033,100
23034,161
23035,36
23036,-420
23037,-729
23038,-538
23039,-404
23040,-368
23041,-358
23042,-803
23043,-651
23044,-540
23045,-827
23046,-605
23047,-569
23048,-623
23049,-686
23050,-820
23051,-909
23052,-1106
23053,-815
23054,-494
23055,-788
23056,-1067
23057,-899
23058,-894
23059,-995
23060,-929
23061,-746
23062,-653
23063,-803
23064,-756
23065,-891
23066,-1050
23067,-983
23068,-916
23069,-701
23070,-564
23071,-667
23072,-623
23073,-569
23074,-709
23075,-699
23076,-414
23077,-461
23078,-564
23079,-494
23080,-602
23081,-700
23082,-769
23083,-525
23084,-365
23085,-610
23086,-704
23087,-527
23088,-550
23089,-532
23090,-520
23091,-397
23092,-227
23093,-399
23094,-464
23095,-291
23096,-353
23097,-390
23098,-151
23099,43
23100,-144
23101,-337
23102,-278
23103,-46
23104,-8
23105,-27
23106,180
23107,173
23108,163
23109,191
23110,381
23111,332
23112,553
23113,833
23114,615
23115,564
23116,335
23117,796
23118,917
23119,-233
23120,-66
23121,966
23122,1234
23123,750
23124,45
23125,324
23126,555
23127,274
23128,327
23129,267
23130,113
23131,15
23132,87
23133,149
23134,-183
23135,0
23136,60
23137,-217
23138,-173
23139,-277
23140,-277
23141,-156
23142,-233
23143,-262
23144,-155
23145,-190
23146,-358
23147,-389
23148,-208
23149,-168
23150,-215
23151,-313
23152,-86
23153,64
23154,-134
23155,100
23156,280
23157,414
23158,431
23159,484
23160,553
23161,525
23162,606
23163,767
23164,910
23165,833
23166,688
23167,778
23168,1010
23169,854
23170,853
23171,1144
23172,888
23173,986
23174,1113
23175,895
23176,1012
23177,895
23178,1113
23179,1099
23180,708
23181,850
23182,793
23183,703
23184,971
23185,739
23186,643
23187,866
23188,769
23189,699
23190,658
23191,627
23192,586
23193,350
23194,440
23195,600
23196,282
23197,315
23198,358
23199,259
23200,491
23201,201
23202,56
23203,153
23204,-123
23205,-161
23206,-143
23207,-17
23208,19
23209,-101
23210,-33
23211,-65
23212,-186
23213,-179
23214,-13
23215,-200
23216,-295
23217,-133
23218,-294
23219,-523
23220,-525
23221,-390
23222,-557
23223,-694
23224,-645
23225,-787
23226,-894
23227,-909
23228,-825
23229,-744
23230,-731
23231,-678
23232,-475
23233,-551
23234,-480
23235,-152
23236,-309
23237,-205
23238,-22
23239,-127
23240,-151
23241,-79
23242,9
23243,107
23244,102
23245,213
23246,88
23247,-183
23248,-156
23249,-92
23250,28
23251,-103
23252,-188
23253,-207
23254,-118
23255,-6
23256,-1
23257,114
23258,111
23259,31
23260,61
23261,170
23262,150
23263,-50
23264,35
23265,184
23266,191
23267,270
23268,197
23269,118
23270,176
23271,-1
23272,-120
23273,-92
23274,-28
23275,-97
23276,-248
23277,-213
23278,-204
23279,-124
23280,-12
23281,-114
23282,-55
23283,77
23284,-112
23285,-10
23286,87
23287,138
23288,292
23289,206
23290,322
23291,323
23292,300
23293,383
23294,349
23295,409
23296,632
23297,440
23298,345
23299,690
23300,261
23301,396
23302,321
23303,199
23304,340
23305,196
23306,231
23307,27
23308,36
23309,222
23310,306
23311,395
23312,311
23313,191
23314,330
23315,463
23316,223
23317,194
23318,230
23319,302
23320,272
23321,239
23322,505
23323,645
23324,387
23325,-407
23326,15
23327,883
23328,955
23329,429
23330,328
23331,371
23332,357
23333,166
23334,-163
23335,27
23336,-249
23337,-450
23338,-280
23339,-362
23340,-124
23341,-419
23342,-754
23343,-333
23344,88
23345,-490
23346,-1027
23347,-485
23348,-159
23349,-1068
23350,-2141
23351,-1053
23352,68
23353,-1
23354,-935
23355,-1056
23356,-641
23357,-763
23358,-873
23359,-812
23360,-685
23361,-644
23362,-510
23363,-435
23364,-498
23365,-380
23366,-325
23367,-206
23368,-48
23369,-5
23370,145
23371,46
23372,118
23373,316
23374,390
23375,376
23376,633
23377,1104
23378,424
23379,-621
23380,-5
23381,868
23382,1102
23383,832
23384,482
23385,782
23386,638
23387,505
23388,633
23389,380
23390,526
23391,557
23392,414
23393,497
23394,343
23395,446
23396,434
23397,258
23398,538
23399,544
23400,419
23401,584
23402,456
23403,612
23404,603
23405,614
23406,539
23407,431
23408,531
23409,317
23410,307
23411,390
23412,273
23413,300
23414,400
23415,94
23416,-68
23417,74
23418,56
23419,87
23420,-45
23421,-59
23422,55
23423,24
23424,89
23425,60
23426,40
23427,139
23428,117
23429,132
23430,130
23431,56
23432,-15
23433,-18
23434,-62
23435,1
23436,-95
23437,-227
23438,-188
23439,-148
23440,-138
23441,-262
23442,-155
23443,-120
23444,-42
23445,23
23446,-76
23447,80
23448,207
23449,149
23450,278
23451,269
23452,264
23453,397
23454,429
23455,418
23456,559
23457,628
23458,622
23459,664
23460,680
23461,624
23462,719
23463,778
23464,697
23465,698
23466,534
23467,630
23468,646
23469,467
23470,584
23471,580
23472,354
23473,269
23474,276
23475,277
23476,220
23477,117
23478,96
23479,40
23480,-4
23481,-110
23482,-221
23483,-284
23484,-265
23485,-264
23486,-390
23487,-470
23488,-582
23489,-708
23490,-754
23491,-852
23492,-883
23493,-981
23494,-1167
23495,-1209
23496,-1363
23497,-1477
23498,-1318
23499,-1200
23500,-1396
23501,-1357
23502,-1329
23503,-1435
23504,-1516
23505,-1508
23506,-1525
23507,-1681
23508,-1519
23509,-1345
23510,-1403
23511,-1295
23512,-1176
23513,-1201
23514,-1071
23515,-1032
23516,-707
23517,-573
23518,-619
23519,-341
23520,-291
23521,-149
23522,98
23523,-48
23524,-446
23525,-579
23526,-696
23527,-799
23528,-751
23529,-751
23530,-1139
23531,-1781
23532,-2194
23533,-2480
23534,-2629
23535,-2595
23536,-2332
23537,-1803
23538,-1583
23539,-1883
23540,-2556
23541,-2981
23542,-2995
23543,-3010
23544,-2609
23545,-1995
23546,-1745
23547,-1882
23548,-2574
23549,-3706
23550,-4436
23551,-4997
23552,-5460
23553,-5502
23554,-5209
23555,-4718
23556,-4181
23557,-3649
23558,-2954
23559,-2193
23560,-1419
23561,-595
23562,312
23563,1333
23564,2191
23565,2945
23566,3410
23567,3808
23568,4354
23569,4915
23570,5373
23571,5954
23572,6597
23573,7178
23574,7297
23575,7354
23576,7475
23577,7456
23578,7239
23579,7022
23580,6541
23581,5598
23582,4820
23583,4158
23584,3216
23585,2337
23586,1356
23587,-275
23588,-1345
23589,-1254
23590,-1215
23591,-1767
23592,-2762
23593,-3729
23594,-4554
23595,-5054
23596,-6099
23597,-7464
23598,-8069
23599,-8293
23600,-7673
23601,-5921
23602,-3869
23603,-2124
23604,-792
23605,90
23606,780
23607,1517
23608,2536
23609,3647
23610,4947
23611,6210
23612,7626
23613,9411
23614,10950
23615,12366
23616,13493
23617,14228
23618,14640
23619,14635
23620,14572
23621,14638
23622,14664
23623,14484
23624,13971
23625,13392
23626,12700
23627,11508
23628,10497
23629,9311
23630,7489
23631,5531
23632,3358
23633,923
23634,-1524
23635,-4001
23636,-6483
23637,-8633
23638,-10264
23639,-11350
23640,-11881
23641,-12142
23642,-12325
23643,-12462
23644,-12621
23645,-12675
23646,-12656
23647,-12528
23648,-12522
23649,-12446
23650,-12239
23651,-11986
23652,-11624
23653,-11068
23654,-10283
23655,-9453
23656,-8639
23657,-7485
23658,-6258
23659,-5128
23660,-4015
23661,-3023
23662,-1768
23663,-654
23664,305
23665,1456
23666,2524
23667,3472
23668,4463
23669,5371
23670,6200
23671,6816
23672,7394
23673,7958
23674,8157
23675,8308
23676,8151
23677,7716
23678,7273
23679,6380
23680,5271
23681,4084
23682,2682
23683,1182
23684,-389
23685,-1896
23686,-3553
23687,-5178
23688,-6579
23689,-8007
23690,-8983
23691,-9825
23692,-10663
23693,-11163
23694,-11337
23695,-11247
23696,-11165
23697,-10847
23698,-10223
23699,-9623
23700,-8915
23701,-8113
23702,-7358
23703,-6492
23704,-5586
23705,-4542
23706,-3678
23707,-2846
23708,-2081
23709,-1568
23710,-976
23711,-586
23712,-188
23713,154
23714,346
23715,507
23716,634
23717,744
23718,903
23719,1175
23720,1258
23721,1348
23722,1559
23723,1671
23724,1740
23725,1894
23726,1821
23727,1849
23728,1964
23729,1806
23730,1693
23731,1559
23732,1554
23733,1629
23734,1531
23735,1346
23736,1044
23737,1110
23738,1201
23739,1220
23740,1204
23741,1096
23742,1206
23743,1327
23744,1462
23745,1576
23746,1689
23747,2031
23748,2188
23749,2293
23750,2662
23751,2782
23752,2867
23753,2935
23754,2881
23755,2773
23756,2546
23757,2334
23758,2193
23759,2062
23760,1970
23761,1787
23762,1650
23763,1498
23764,1424
23765,1366
23766,1160
23767,1112
23768,1188
23769,1073
23770,1038
23771,1051
23772,982
23773,977
23774,1061
23775,1142
23776,1110
23777,1139
23778,1172
23779,1101
23780,1124
23781,1209
23782,1416
23783,1463
23784,1459
23785,1690
23786,1719
23787,1678
23788,1973
23789,2064
23790,2004
23791,2036
23792,2082
23793,2209
23794,2172
23795,1981
23796,1804
23797,1620
23798,1636
23799,1760
23800,1625
23801,1568
23802,1715
23803,1665
23804,1677
23805,1780
23806,1752
23807,1785
23808,1776
23809,1727
23810,1750
23811,1628
23812,1534
23813,1529
23814,1445
23815,1401
23816,1408
23817,1589
23818,1597
23819,1554
23820,1666
23821,1615
23822,1547
23823,1574
23824,1659
23825,1515
23826,1423
23827,1547
23828,1433
23829,1398
23830,1441
23831,1254
23832,1326
23833,1209
23834,888
23835,886
23836,717
23837,488
23838,534
23839,340
23840,165
23841,148
23842,54
23843,-26
23844,-91
23845,-56
23846,-81
23847,-90
23848,-141
23849,-98
23850,5
23851,-11
23852,64
23853,152
23854,-13
23855,-11
23856,38
23857,-156
23858,-263
23859,-184
23860,-345
23861,-417
23862,-386
23863,-595
23864,-575
23865,-578
23866,-796
23867,-833
23868,-826
23869,-933
23870,-1051
23871,-1133
23872,-971
23873,-991
23874,-1246
23875,-1127
23876,-1150
23877,-1440
23878,-1182
23879,-1214
23880,-1111
23881,-948
23882,-1127
23883,-755
23884,-794
23885,-804
23886,-571
23887,-419
23888,-260
23889,-135
23890,32
23891,6
23892,34
23893,128
23894,156
23895,137
23896,9
23897,-218
23898,-387
23899,-447
23900,-686
23901,-896
23902,-777
23903,-868
23904,-1060
23905,-893
23906,-1026
23907,-1144
23908,-941
23909,-978
23910,-1052
23911,-916
23912,-882
23913,-790
23914,-642
23915,-871
23916,-609
23917,-329
23918,-506
23919,-119
23920,77
23921,69
23922,298
23923,459
23924,613
23925,631
23926,637
23927,802
23928,875
23929,867
23930,758
23931,764
23932,857
23933,685
23934,565
23935,698
23936,526
23937,339
23938,293
23939,203
23940,131
23941,-127
23942,-274
23943,-312
23944,-566
23945,-772
23946,-832
23947,-929
23948,-1032
23949,-1035
23950,-1108
23951,-1186
23952,-953
23953,-987
23954,-821
23955,-568
23956,-870
23957,-686
23958,-258
23959,-491
23960,-647
23961,-465
23962,-387
23963,-491
23964,-698
23965,-687
23966,-609
23967,-785
23968,-827
23969,-851
23970,-852
23971,-882
23972,-877
23973,-870
23974,-891
23975,-758
23976,-732
23977,-675
23978,-461
23979,-377
23980,-299
23981,-217
23982,-123
23983,11
23984,-30
23985,-71
23986,-123
23987,-98
23988,74
23989,-17
23990,-98
23991,64
23992,-73
23993,-166
23994,-264
23995,-352
23996,-482
23997,-931
23998,-763
23999,-116
24000,945
24001,1774
24002,1698
24003,1269
24004,284
24005,-464
24006,-632
24007,-620
24008,-445
24009,-550
24010,-493
24011,-88
24012,324
24013,748
24014,980
24015,612
24016,-48
24017,-660
24018,-1366
24019,-1701
24020,-2164
24021,-2478
24022,-2442
24023,-2634
24024,-2738
